row,category,price_name,query,sku,url,status,score,matched_title,second_score,second_title
17,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","40л/2"" Фірмовий перегінний куб (під тен)","40л/2"" Фірмовий перегінний куб (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.7391,40л Фірмовий перегінний куб з мідною кришкою,0.6742,40л Фірмовий перегінний куб (тришарове дно)
18,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","40л/3"" Фірмовий перегінний куб (під тен)","40л/3"" Фірмовий перегінний куб (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.7391,40л Фірмовий перегінний куб з мідною кришкою,0.6742,40л Фірмовий перегінний куб (тришарове дно)
19,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","40л/4"" Фірмовий перегінний куб (під тен)","40л/4"" Фірмовий перегінний куб (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.7391,40л Фірмовий перегінний куб з мідною кришкою,0.6742,40л Фірмовий перегінний куб (тришарове дно)
20,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/2"" Фірмовий перегінний куб","60л/2"" Фірмовий перегінний куб",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.727,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.722,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
21,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/3"" Фірмовий перегінний куб","60л/3"" Фірмовий перегінний куб",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.727,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.722,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
22,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/4"" Фірмовий перегінний куб","60л/4"" Фірмовий перегінний куб",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.727,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.722,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
23,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/2"" Фірмовий перегінний куб (під тен)","60л/2"" Фірмовий перегінний куб (під тен)",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.857,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.851,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
24,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/3"" Фірмовий перегінний куб (під тен)","60л/3"" Фірмовий перегінний куб (під тен)",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.857,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.851,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
25,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","60л/4"" Фірмовий перегінний куб (під тен)","60л/4"" Фірмовий перегінний куб (під тен)",MAG1122-6,https://hmel-master.com/ua/p2932441010-60l-firmennyj-peregonnyj.html,Не точно,0.857,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен,0.851,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен
26,"85л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","85л/2"" Фірмовий перегінний куб (під два тени)","85л/2"" Фірмовий перегінний куб (під два тени)",MAG1123-1,https://hmel-master.com/ua/p2235571742-85l-firmovij-pereginnij.html,Не точно,0.7714,85л Фірмовий перегінний куб,0.4634,"2"" Фланець кламповий приварний (короткий)"
27,"85л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","85л/3"" Фірмовий перегінний куб (під два тени)","85л/3"" Фірмовий перегінний куб (під два тени)",MAG1123-1,https://hmel-master.com/ua/p2235571742-85l-firmovij-pereginnij.html,Не точно,0.7714,85л Фірмовий перегінний куб,0.4634,"3"" Фланець кламповий приварний (короткий)"
28,"85л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","85л/4"" Фірмовий перегінний куб (під два тени)","85л/4"" Фірмовий перегінний куб (під два тени)",MAG1123-1,https://hmel-master.com/ua/p2235571742-85l-firmovij-pereginnij.html,Не точно,0.7714,85л Фірмовий перегінний куб,0.4634,"4"" Фланець кламповий приварний (короткий)"
29,"125л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","125л/2"" Фірмовий перегінний куб (під два тени)","125л/2"" Фірмовий перегінний куб (під два тени)",32894608-1-1,https://hmel-master.com/ua/p1988156472-125l-firmennyj-peregonnyj.html,Не точно,0.7778,125л Фірмовий перегінний куб,0.4578,"2"" Фланець кламповий приварний (короткий)"
30,"125л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","125л/3"" Фірмовий перегінний куб (під два тени)","125л/3"" Фірмовий перегінний куб (під два тени)",32894608-1-1,https://hmel-master.com/ua/p1988156472-125l-firmennyj-peregonnyj.html,Не точно,0.7778,125л Фірмовий перегінний куб,0.4578,"3"" Фланець кламповий приварний (короткий)"
31,"125л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(ТРИШАРОВЕ ДНО)","125л/4"" Фірмовий перегінний куб (під два тени)","125л/4"" Фірмовий перегінний куб (під два тени)",32894608-1-1,https://hmel-master.com/ua/p1988156472-125l-firmennyj-peregonnyj.html,Не точно,0.7778,125л Фірмовий перегінний куб,0.4578,"4"" Фланець кламповий приварний (короткий)"
32,"25л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","25л/2"" Фірмовий перегінний куб з мідною кришкою","25л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 25л/2"" Фірмовий перегінний куб з мідною кришкою",MAG25M-1,https://hmel-master.com/ua/p2202121203-25l2-firmennyj-peregonnyj.html,Не точно,0.9669,25л Фірмовий перегінний куб з мідною кришкою,0.6669,25л Фірмовий перегінний куб (тришарове дно) + кламп під тен
33,"25л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","25л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)","25л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 25л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)",MAG25M-1,https://hmel-master.com/ua/p2202121203-25l2-firmennyj-peregonnyj.html,Не точно,0.9619,25л Фірмовий перегінний куб з мідною кришкою,0.7364,25л Фірмовий перегінний куб (тришарове дно) + кламп під тен
34,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/2"" Фірмовий перегінний куб з мідною кришкою","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/2"" Фірмовий перегінний куб з мідною кришкою",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9669,40л Фірмовий перегінний куб з мідною кришкою,0.5873,40л Фірмовий перегінний куб (тришарове дно)
35,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/3"" Фірмовий перегінний куб з мідною кришкою","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/3"" Фірмовий перегінний куб з мідною кришкою",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9669,40л Фірмовий перегінний куб з мідною кришкою,0.5873,40л Фірмовий перегінний куб (тришарове дно)
36,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/4"" Фірмовий перегінний куб з мідною кришкою","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/4"" Фірмовий перегінний куб з мідною кришкою",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9669,40л Фірмовий перегінний куб з мідною кришкою,0.5873,40л Фірмовий перегінний куб (тришарове дно)
37,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9619,40л Фірмовий перегінний куб з мідною кришкою,0.497,40л Фірмовий перегінний куб (тришарове дно)
38,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/3"" Фірмовий перегінний куб з мідною кришкою (під тен)","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/3"" Фірмовий перегінний куб з мідною кришкою (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9619,40л Фірмовий перегінний куб з мідною кришкою,0.497,40л Фірмовий перегінний куб (тришарове дно)
39,"40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","40л/4"" Фірмовий перегінний куб з мідною кришкою (під тен)","40л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 40л/4"" Фірмовий перегінний куб з мідною кришкою (під тен)",MAG40M-2,https://hmel-master.com/ua/p2932380793-40l-firmennyj-peregonnyj.html,Не точно,0.9619,40л Фірмовий перегінний куб з мідною кришкою,0.497,40л Фірмовий перегінний куб (тришарове дно)
40,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/2"" Фірмовий перегінний куб з мідною кришкою","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/2"" Фірмовий перегінний куб з мідною кришкою",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.6741,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.6669,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
41,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/3"" Фірмовий перегінний куб з мідною кришкою","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/3"" Фірмовий перегінний куб з мідною кришкою",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.6741,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.6669,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
42,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/4"" Фірмовий перегінний куб з мідною кришкою","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/4"" Фірмовий перегінний куб з мідною кришкою",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.6741,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.6669,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
43,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/2"" Фірмовий перегінний куб з мідною кришкою (під тен)",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.7426,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.7364,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
44,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/3"" Фірмовий перегінний куб з мідною кришкою (під тен)","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/3"" Фірмовий перегінний куб з мідною кришкою (під тен)",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.7426,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.7364,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
45,"60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО)","60л/4"" Фірмовий перегінний куб з мідною кришкою (під тен)","60л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
з мідною кришкою
(ТРИШАРОВЕ ДНО) 60л/4"" Фірмовий перегінний куб з мідною кришкою (під тен)",30616789-4,https://hmel-master.com/ua/p2932441070-60l-firmennyj-peregonnyj.html,Не точно,0.7426,60л Фірмовий перегінний куб з мідною кришкою + кламп під тен,0.7364,60л Фірмовий перегінний куб (тришарове дно) + кламп під тен
47,"130л/200л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(НА НІЖКАХ)","130л/4"" Перегінний куб (під два тени)","130л/4"" Перегінний куб (під два тени)",32894309,https://hmel-master.com/ua/p2237252382-130l4-firmennyj-peregonnyj.html,Не точно,0.6667,"130л/4"" Фірмовий перегінний куб",0.4478,"4"" Діоптр гайковий із підсвіткою"
48,"130л/200л
ФІРМОВИЙ ПЕРЕГІННИЙ КУБ
(НА НІЖКАХ)","200л/4"" Перегінний куб (під три тени)","200л/4"" Перегінний куб (під три тени)",35023609,https://hmel-master.com/ua/p2377523147-papuga-pidvisnij-pid.html,Не точно,0.4478,"""Папуга"" підвісний (під термометр)",0.4333,"6""-4"" Перехідник (редукція)"
50,"85Л/125л
ПАРОВОДЯНІ КОТЛИ (ПВК)",85л Пароводяний котел (кламп на вибір),85л Пароводяний котел (кламп на вибір),37928030,https://hmel-master.com/ua/p2079375677-kulovij-kran-klampovij.html,Не точно,0.4638,"1,5"" Кульовий кран кламповий 38мм",0.4516,"4"" Мідний шолом аламбік XL"
51,"85Л/125л
ПАРОВОДЯНІ КОТЛИ (ПВК)","125л/4"" пароводяний котел","85Л/125л
ПАРОВОДЯНІ КОТЛИ (ПВК) 125л/4"" пароводяний котел",PVK-125,https://hmel-master.com/ua/p2138915839-parovodyanoj-kotel-pvk.html,Не точно,0.4759,Пароводяний котел ПВК 125л,0.4096,125л Фірмовий перегінний куб
53,"Дистиляційний комплекс
ВИНОКУРНЯ","130л/4""","Дистиляційний комплекс
ВИНОКУРНЯ 130л/4""",42438332,https://hmel-master.com/ua/p3053426889-130l4-distilyatsionnyj-kompleks.html,Не точно,0.7859,"130л/4"" Дистиляційний комплекс (мікровинокурня)",0.3836,Сантехкомплект для бражної колони
55,"Навісне обладнання для пивоварні
 (без насосу)",40л/60л без наоссу,"Навісне обладнання для пивоварні
 (без насосу) 40л/60л без наоссу",beer0-40,https://hmel-master.com/ua/p2602182195-sistema-tsirkulyatsii-ohlazhdeniya.html,Не точно,0.6523,Система циркуляції та охолодження (навісне обладнання) для пивоварні (без насосу),0.5942,Система циркуляції та охолодження (навісне обладнання) для пивоварні (з насосом)
56,"Навісне обладнання для пивоварні
 (без насосу)",40л/60л з насосом,"Навісне обладнання для пивоварні
 (без насосу) 40л/60л з насосом",beer0-40,https://hmel-master.com/ua/p2602182195-sistema-tsirkulyatsii-ohlazhdeniya.html,Не точно,0.6232,Система циркуляції та охолодження (навісне обладнання) для пивоварні (без насосу),0.6131,Система циркуляції та охолодження (навісне обладнання) для пивоварні (з насосом)
57,"Пивоварня
(з клампом під тен, бункером, системою циркуляції
та охолодження, без тену)",40л,"Пивоварня
(з клампом під тен, бункером, системою циркуляції
та охолодження, без тену) 40л",beer0-40,https://hmel-master.com/ua/p2602182195-sistema-tsirkulyatsii-ohlazhdeniya.html,Не точно,0.4561,Система циркуляції та охолодження (навісне обладнання) для пивоварні (без насосу),0.4471,Система циркуляції та охолодження (навісне обладнання) для пивоварні (з насосом)
58,"Пивоварня
(з клампом під тен, бункером, системою циркуляції
та охолодження, без тену)",60л,"Пивоварня
(з клампом під тен, бункером, системою циркуляції
та охолодження, без тену) 60л",beer0-40,https://hmel-master.com/ua/p2602182195-sistema-tsirkulyatsii-ohlazhdeniya.html,Не точно,0.4561,Система циркуляції та охолодження (навісне обладнання) для пивоварні (без насосу),0.4471,Система циркуляції та охолодження (навісне обладнання) для пивоварні (з насосом)
59,Насос MP 15-RM,З вимикачем,Насос MP 15-RM З вимикачем,72868633,https://hmel-master.com/ua/p2850479251-nasos-15rm.html,Не точно,0.6154,Насос MP-15RM,0.36,БК Pioneer 2025 (без куба)
61,ЦКТ Ферментер,50л,ЦКТ Ферментер 50л,ЦКТ-50,https://hmel-master.com/ua/p2567478847-50l-konusnyj-fermenter.html,Не точно,0.8674,50л Конусний ферментер (ЦКТ),0.5507,Неопреновий утеплювач для ЦКТ 50л
62,Утеплювач для ЦКТ,50л,Утеплювач для ЦКТ 50л,48077467,https://hmel-master.com/ua/p2567498390-neoprenovyj-uteplitel-dlya.html,правильний,0.9822,Неопреновий утеплювач для ЦКТ 50л,0.5769,Неопреновий утеплювач для царги
64,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ)",Для перегінного куба 25л,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ) Для перегінного куба 25л",MAG25,https://hmel-master.com/ua/p1833328977-mednaya-kryshka-dlya.html,Не точно,0.5556,"2"" Мідна кришка для фірмового перегінного кубу 25л",0.5217,Неопреновий жакет (утеплювач) під куб 25л
65,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ)",Для перегінного куба 40л,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ) Для перегінного куба 40л",MAG40-2,https://hmel-master.com/ua/p1834547889-midna-krishka-dlya.html,Не точно,0.5691,Мідна кришка для фірмового перегінного кубу 40л,0.5217,Неопреновий жакет (утеплювач) під куб 40л
66,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ)",Для перегінного куба 60л,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ) Для перегінного куба 60л",MAG60-1,https://hmel-master.com/ua/p1755336211-midna-krishka-dlya.html,Не точно,0.5691,Мідна кришка для фірмового перегінного кубу 60л,0.5217,Неопреновий жакет (утеплювач) під куб 60л
67,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ)",Для перегінного куба 85л,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ) Для перегінного куба 85л",Neo85,https://hmel-master.com/ua/p1735124759-neoprenovyj-zhaket-uteplitel.html,Не точно,0.5217,Неопреновий жакет (утеплювач) під куб 85л,0.486,Неопреновий утеплювач для царги
68,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ)",Для перегінного куба 125л,"НЕОПРЕНОВІ УТЕПЛЮВАЧІ
(ДЛЯ ФІРМОВИХ ПЕРЕГІННИХ КУБІВ) Для перегінного куба 125л",MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,Не точно,0.487,Фальшдно для перегінного куба 85л/125л,0.4815,Неопреновий утеплювач для царги
69,ФАЛЬШДНО,Для перегінного куба 25л,ФАЛЬШДНО Для перегінного куба 25л,MAG1116,https://hmel-master.com/ua/p1250447666-falshdno-dlya-peregonnogo.html,правильний,1.0,Фальшдно для перегінного куба 25л,0.6265,"2"" Мідна кришка для фірмового перегінного кубу 25л"
70,ФАЛЬШДНО,Для перегінного куба 40л,ФАЛЬШДНО Для перегінного куба 40л,MAG1124,https://hmel-master.com/ua/p1344081717-falshdno-dlya-peregonnogo.html,правильний,1.0,Фальшдно для перегінного куба 40л,0.65,Мідна кришка для фірмового перегінного кубу 40л
71,ФАЛЬШДНО,Для перегінного куба 60л,ФАЛЬШДНО Для перегінного куба 60л,MAG1125,https://hmel-master.com/ua/p1344084220-falshdno-dlya-peregonnogo.html,правильний,1.0,Фальшдно для перегінного куба 60л,0.65,Мідна кришка для фірмового перегінного кубу 60л
72,ФАЛЬШДНО,Для перегінного куба 85л/125л,ФАЛЬШДНО Для перегінного куба 85л/125л,MAG1133,https://hmel-master.com/ua/p1362829249-falshdno-dlya-peregonnogo.html,правильний,1.0,Фальшдно для перегінного куба 85л/125л,0.4615,85л Фірмовий перегінний куб
73,ФАЛЬШДНО,Для перегінного куба 130л/200л,ФАЛЬШДНО Для перегінного куба 130л/200л,MAG1133-1,https://hmel-master.com/ua/p2008935380-falshdno-dlya-peregonnogo.html,правильний,1.0,Фальшдно для перегінного куба 130л/200л,0.4286,"130л/4"" Фірмовий перегінний куб"
